	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
GCA_015463805.1_PDT000699850.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2910144	0	201	201	37102	37102	14478	14478	79173	79173	37.8	3.5	85.69	11	2818	1	171	0	0	0	0
GCA_015463825.1_PDT000699899.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3108258	0	236	236	26639	26639	13170	13170	89486	89486	37.7	3.42	85.58	11	3125	1	169	2	0	0	0
GCA_015463845.1_PDT000699782.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	3157587	0	211	211	34535	34535	14964	14964	100949	100949	37.7	3.43	85.59	11	3155	1	164	7	0	0	0
GCA_015463865.1_PDT000699839.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2930136	0	173	173	40742	40742	16937	16937	100634	100634	37.8	4.05	85.61	11	2818	1	169	2	0	0	0
GCA_015463885.1_PDT000699894.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3176901	0	218	218	34780	34780	14572	14572	106950	106950	37.5	3.63	85.57	11	3196	1	166	5	0	0	0
GCA_015463905.1_PDT000699876.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3014411	0	208	208	40576	40576	14492	14492	160412	160412	37.7	3.92	85.63	11	3014	1	169	2	0	0	0
GCA_015463925.1_PDT000699781.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2854503	0	188	188	38397	38397	15183	15183	137096	137096	37.9	4.32	85.79	11	2799	1	171	0	0	0	0
GCA_015463945.1_PDT000699837.1	Firmicutes (1)	1349	172	99	98.99	0.03	0.0	2896417	0	217	217	30459	30459	13347	13347	79173	79173	37.8	3.53	85.71	11	2810	1	170	1	0	0	0
GCA_015463965.1_PDT000699826.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3121816	0	318	318	18955	18955	9817	9817	83956	83956	37.5	3.32	85.98	11	3186	1	171	0	0	0	0
GCA_015463985.1_PDT000699827.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3207554	0	194	194	37153	37153	16533	16533	129816	129816	37.5	4.12	85.41	11	3212	1	169	2	0	0	0
GCA_015464005.1_PDT000699821.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3247948	0	219	219	34770	34770	14830	14830	130137	130137	37.5	3.74	85.41	11	3287	1	169	2	0	0	0
GCA_015464025.1_PDT000699817.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3001183	0	180	180	34959	34959	16673	16673	130175	130175	37.7	3.15	85.52	11	2975	1	171	0	0	0	0
GCA_015464045.1_PDT000699830.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3096520	0	207	207	36569	36569	14959	14959	132805	132805	37.6	3.92	85.49	11	3093	1	170	1	0	0	0
GCA_015464065.1_PDT000699835.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3148590	0	234	234	38377	38377	13455	13455	148281	148281	37.5	3.32	85.68	11	3154	1	169	2	0	0	0
GCA_015464085.1_PDT000699816.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3122555	0	186	186	34836	34836	16787	16787	122866	122866	37.6	3.82	85.42	11	3104	1	171	0	0	0	0
GCA_015464105.1_PDT000699828.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3112821	0	341	341	17264	17264	9128	9128	59682	59682	37.5	3.28	86.02	11	3178	1	171	0	0	0	0
GCA_015464125.1_PDT000699832.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	3254355	0	222	222	34655	34655	14659	14659	113052	113052	37.5	3.77	85.48	11	3279	1	165	6	0	0	0
GCA_015464145.1_PDT000699831.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3218366	0	205	205	34155	34155	15699	15699	113052	113052	37.5	3.6	85.41	11	3238	1	171	0	0	0	0
GCA_015464165.1_PDT000699838.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2997548	0	200	200	37102	37102	14987	14987	81218	81218	37.7	3.95	85.67	11	2929	1	170	1	0	0	0
GCA_015464185.1_PDT000699829.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3083568	0	226	226	34660	34660	13644	13644	132805	132805	37.6	3.51	85.58	11	3097	1	171	0	0	0	0
GCA_015464205.1_PDT000699822.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3207536	0	221	221	34117	34117	14513	14513	105908	105908	37.5	3.48	85.28	11	3252	1	170	1	0	0	0
GCA_015464225.1_PDT000699825.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3154626	0	221	221	31014	31014	14274	14274	130164	130164	37.6	3.26	85.53	11	3166	1	169	2	0	0	0
GCA_015464245.1_PDT000699836.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3095568	0	202	202	34927	34927	15324	15324	116910	116910	37.6	3.45	85.36	11	3075	1	171	0	0	0	0
GCA_015464265.1_PDT000699824.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3029191	0	213	213	34601	34601	14221	14221	86611	86611	37.6	3.68	85.73	11	2971	1	171	0	0	0	0
GCA_015464285.1_PDT000699823.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3190657	0	201	201	36241	36241	15873	15873	130087	130087	37.5	3.67	85.44	11	3195	1	171	0	0	0	0
GCA_015464305.1_PDT000699801.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3049388	0	207	207	34394	34394	14731	14731	105010	105010	37.7	3.47	85.59	11	3046	1	168	3	0	0	0
GCA_015464325.1_PDT000699819.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2935146	0	184	184	34836	34836	15951	15951	109471	109471	37.7	3.24	85.56	11	2868	1	168	3	0	0	0
GCA_015464345.1_PDT000699820.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2973188	0	192	192	34662	34662	15485	15485	107513	107513	37.7	3.73	85.67	11	2907	1	171	0	0	0	0
GCA_015464365.1_PDT000699815.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2963109	0	191	191	34118	34118	15513	15513	130087	130087	37.7	3.57	85.63	11	2927	1	171	0	0	0	0
GCA_015464385.1_PDT000699814.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3168011	0	208	208	32533	32533	15230	15230	106952	106952	37.6	3.3	85.49	11	3196	1	170	1	0	0	0
GCA_015464405.1_PDT000699813.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3046610	0	190	190	34770	34770	16034	16034	130171	130171	37.7	3.67	85.49	11	3041	1	171	0	0	0	0
GCA_015464425.1_PDT000699812.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3028153	0	203	203	34770	34770	14917	14917	93454	93454	37.7	3.3	85.64	11	3021	1	171	0	0	0	0
GCA_015464445.1_PDT000699810.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2873331	0	167	167	41202	41202	17205	17205	160396	160396	37.9	4.28	85.73	11	2807	1	169	2	0	0	0
GCA_015464465.1_PDT000699811.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3070733	0	194	194	34655	34655	15828	15828	130165	130165	37.7	3.7	85.39	11	3068	1	169	2	0	0	0
GCA_015464485.1_PDT000699777.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2970544	0	216	216	29868	29868	13752	13752	93137	93137	37.7	3.47	85.68	11	2968	1	170	1	0	0	0
GCA_015464495.1_PDT000699809.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3124184	0	204	204	34654	34654	15314	15314	130373	130373	37.6	3.52	85.45	11	3091	1	169	2	0	0	0
GCA_015464525.1_PDT000699789.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2811347	0	170	170	42816	42816	16537	16537	137394	137394	37.8	3.97	85.6	11	2755	1	171	0	0	0	0
GCA_015464545.1_PDT000699802.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2938659	0	181	181	38380	38380	16235	16235	128886	128886	37.7	4.27	85.65	11	2896	1	168	3	0	0	0
GCA_015464565.1_PDT000699795.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3004919	0	207	207	33353	33353	14516	14516	110791	110791	37.7	3.23	85.58	11	2999	1	171	0	0	0	0
GCA_015464585.1_PDT000699779.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3077965	0	200	200	34770	34770	15389	15389	99871	99871	37.6	3.7	85.61	11	3101	1	171	0	0	0	0
GCA_015464605.1_PDT000699803.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2807481	0	184	184	42442	42442	15258	15258	160412	160412	37.9	4.18	85.9	11	2744	1	171	0	0	0	0
GCA_015464625.1_PDT000699805.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	3139367	0	192	192	36520	36520	16350	16350	130197	130197	37.7	3.51	85.62	11	3126	1	164	7	0	0	0
GCA_015464645.1_PDT000699780.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2986569	0	249	249	24800	24800	11994	11994	89048	89048	37.7	3.46	85.78	11	2977	1	171	0	0	0	0
GCA_015464655.1_PDT000699798.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3060439	0	188	188	34118	34118	16278	16278	121089	121089	37.7	3.49	85.46	11	3046	1	171	0	0	0	0
GCA_015464665.1_PDT000699796.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3011414	0	206	206	34118	34118	14618	14618	142625	142625	37.7	3.59	85.53	11	2987	1	171	0	0	0	0
GCA_015464705.1_PDT000699808.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3076569	0	198	198	34654	34654	15538	15538	110819	110819	37.7	3.43	85.54	11	3075	1	169	2	0	0	0
GCA_015464725.1_PDT000699793.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3058789	0	197	197	34783	34783	15526	15526	93454	93454	37.7	3.43	85.62	11	3054	1	169	2	0	0	0
GCA_015464745.1_PDT000699797.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2964689	0	197	197	33263	33263	15049	15049	124497	124497	37.7	3.44	85.65	11	2941	1	171	0	0	0	0
GCA_015464765.1_PDT000699791.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3035771	0	201	201	41710	41710	15103	15103	132805	132805	37.8	3.98	85.63	11	3002	1	166	5	0	0	0
GCA_015464775.1_PDT000699790.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3145031	0	210	210	37154	37154	14976	14976	110228	110228	37.5	3.78	85.62	11	3143	1	167	4	0	0	0
GCA_015464805.1_PDT000699783.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3091111	0	185	185	36520	36520	16708	16708	130134	130134	37.7	3.45	85.5	11	3078	1	169	2	0	0	0
GCA_015464825.1_PDT000699778.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3024719	0	209	209	34745	34745	14472	14472	110767	110767	37.7	3.63	85.54	11	3024	1	171	0	0	0	0
GCA_015464835.1_PDT000699800.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3046766	0	222	222	33264	33264	13724	13724	105010	105010	37.7	3.65	85.58	11	3050	1	171	0	0	0	0
GCA_015464865.1_PDT000699806.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3067711	0	206	206	31014	31014	14891	14891	113761	113761	37.7	3.52	85.65	11	3061	1	169	2	0	0	0
GCA_015464885.1_PDT000699799.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3078322	0	202	202	33354	33354	15239	15239	106904	106904	37.6	3.51	85.54	11	3064	1	171	0	0	0	0
GCA_015464905.1_PDT000699794.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3003076	0	188	188	34770	34770	15973	15973	131938	131938	37.7	3.35	85.63	11	2977	1	171	0	0	0	0
GCA_015464925.1_PDT000699776.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3022942	0	199	199	33263	33263	15190	15190	111114	111114	37.7	3.26	85.52	11	3011	1	171	0	0	0	0
GCA_015464945.1_PDT000699807.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2736263	0	181	181	33404	33404	15117	15117	137394	137394	37.8	3.92	85.53	11	2675	1	171	0	0	0	0
GCA_015464965.1_PDT000699804.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2886720	0	178	178	33369	33369	16217	16217	216232	216232	37.8	3.68	85.85	11	2831	1	169	2	0	0	0
GCA_015464985.1_PDT000699784.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3102548	0	225	225	31014	31014	13789	13789	113718	113718	37.5	3.39	85.6	11	3127	1	171	0	0	0	0
GCA_015465005.1_PDT000699786.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3028615	0	259	259	23826	23826	11693	11693	82992	82992	37.7	3.42	86.01	11	3040	1	169	2	0	0	0
GCA_015465025.1_PDT000699787.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3052097	0	195	195	36948	36948	15651	15651	110773	110773	37.7	3.32	85.58	11	3042	1	171	0	0	0	0
GCA_015465045.1_PDT000699785.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3079646	0	190	190	34782	34782	16208	16208	93469	93469	37.7	3.11	85.58	11	3068	1	169	2	0	0	0
GCA_015465065.1_PDT000699788.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2814057	0	92	92	84892	84892	30587	30587	193216	193216	38.2	3.88	86.19	11	2737	1	170	1	0	0	0
GCA_015465085.1_PDT000699774.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3055832	0	212	212	34783	34783	14414	14414	111125	111125	37.7	3.58	85.55	11	3059	1	170	1	0	0	0
GCA_015465105.1_PDT000699773.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3158221	0	214	214	34961	34961	14758	14758	110618	110618	37.5	3.73	85.58	11	3199	1	171	0	0	0	0
GCA_015465125.1_PDT000699764.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2962057	0	209	209	32086	32086	14172	14172	102598	102598	37.7	3.8	85.76	11	2968	1	169	2	0	0	0
GCA_015465145.1_PDT000699767.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3081329	0	206	206	31897	31897	14957	14957	89992	89992	37.7	3.53	85.72	11	3070	1	167	4	0	0	0
GCA_015465165.1_PDT000699769.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3039891	0	191	191	34599	34599	15915	15915	130208	130208	37.7	3.51	85.56	11	3043	1	169	2	0	0	0
GCA_015465185.1_PDT000699771.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3057412	0	196	196	34770	34770	15599	15599	130119	130119	37.7	3.58	85.61	11	3057	1	169	2	0	0	0
GCA_015465205.1_PDT000699775.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3078252	0	208	208	34393	34393	14799	14799	130087	130087	37.6	3.73	85.46	11	3061	1	171	0	0	0	0
GCA_015465225.1_PDT000699770.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3054564	0	197	197	34393	34393	15505	15505	106402	106402	37.7	3.46	85.48	11	3049	1	170	1	0	0	0
GCA_015465245.1_PDT000699772.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3221959	0	198	198	34393	34393	16272	16272	100602	100602	37.5	3.27	85.46	11	3247	1	167	4	0	0	0
GCA_015465265.1_PDT000699768.1	Firmicutes (1)	1349	172	99	97.98	1.01	100.0	3030444	0	269	269	22909	22909	11265	11265	89093	89093	37.7	3.08	85.93	11	3063	2	169	1	0	0	0
GCA_015465285.1_PDT000699765.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3020291	0	206	206	34030	34030	14661	14661	130219	130219	37.7	3.63	85.47	11	2994	1	171	0	0	0	0
GCA_015465305.1_PDT000699743.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3030282	0	200	200	33354	33354	15151	15151	89864	89864	37.7	3.58	85.52	11	3030	1	171	0	0	0	0
GCA_015465325.1_PDT000699766.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3044233	0	203	203	31897	31897	14996	14996	130088	130088	37.7	3.49	85.72	11	3041	1	169	2	0	0	0
GCA_015465345.1_PDT000699763.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2960430	0	260	260	25766	25766	11386	11386	77455	77455	37.6	3.05	85.93	11	2945	1	171	0	0	0	0
GCA_015465365.1_PDT000699762.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2793443	0	143	143	53720	53720	19534	19534	129316	129316	37.9	3.19	86.07	11	2740	1	171	0	0	0	0
GCA_015465375.1_PDT000699760.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3050822	0	200	200	34770	34770	15254	15254	109762	109762	37.7	3.51	85.49	11	3044	1	169	2	0	0	0
GCA_015465405.1_PDT000699758.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2982832	0	195	195	41128	41128	15296	15296	132795	132795	37.7	3.75	85.57	11	2949	1	171	0	0	0	0
GCA_015465425.1_PDT000699759.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3045259	0	209	209	34393	34393	14570	14570	110771	110771	37.7	3.44	85.51	11	3039	1	171	0	0	0	0
GCA_015465445.1_PDT000699757.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2853979	0	180	180	35747	35747	15855	15855	136073	136073	37.8	4.06	85.6	11	2825	1	170	1	0	0	0
GCA_015465465.1_PDT000699753.1	Firmicutes (1)	1349	172	99	98.99	0.51	0.0	2974904	0	382	382	14933	14933	7787	7787	88506	88506	37.7	3.15	86.04	11	3042	1	170	1	0	0	0
GCA_015465475.1_PDT000699756.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3017742	0	187	187	34654	34654	16137	16137	106952	106952	37.7	3.55	85.64	11	3008	1	170	1	0	0	0
GCA_015465505.1_PDT000699755.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3101202	0	168	168	47315	47315	18459	18459	129089	129089	37.5	3.46	85.56	11	3083	1	171	0	0	0	0
GCA_015465525.1_PDT000699754.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3012941	0	241	241	26160	26160	12501	12501	106954	106954	37.7	3.64	85.65	11	3017	1	171	0	0	0	0
GCA_015465545.1_PDT000699749.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2820419	0	191	191	34453	34453	14766	14766	137394	137394	37.8	3.99	85.5	11	2767	1	169	2	0	0	0
GCA_015465565.1_PDT000699748.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2838002	0	180	180	35746	35746	15766	15766	137394	137394	37.8	4.1	85.48	11	2781	1	169	2	0	0	0
GCA_015465585.1_PDT000699752.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3184405	0	225	225	36520	36520	14152	14152	111122	111122	37.6	3.58	85.6	11	3233	1	169	2	0	0	0
GCA_015465595.1_PDT000699747.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3030903	0	182	182	51161	51161	16653	16653	129314	129314	37.7	3.49	85.78	11	3011	1	169	2	0	0	0
GCA_015465625.1_PDT000699750.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3109451	0	194	194	37822	37822	16028	16028	111037	111037	37.6	3.42	85.48	11	3141	1	166	5	0	0	0
GCA_015465645.1_PDT000699746.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2814889	0	130	130	52625	52625	21652	21652	163404	163404	37.9	3.76	85.77	11	2716	1	169	2	0	0	0
GCA_015465665.1_PDT000699745.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3025953	0	201	201	33353	33353	15054	15054	106952	106952	37.7	3.4	85.61	11	3020	1	171	0	0	0	0
GCA_015465685.1_PDT000699739.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3072372	0	229	229	41433	41433	13416	13416	148336	148336	37.6	3.2	85.69	11	3063	1	170	1	0	0	0
GCA_015465695.1_PDT000699735.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2995627	0	195	195	34654	34654	15362	15362	109762	109762	37.7	3.58	85.58	11	2990	1	171	0	0	0	0
GCA_015465725.1_PDT000699742.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3007154	0	246	246	33817	33817	12224	12224	108790	108790	37.7	3.55	85.41	11	3025	1	171	0	0	0	0
GCA_015465745.1_PDT000699744.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3099279	0	212	212	32533	32533	14619	14619	107195	107195	37.7	3.53	85.56	11	3090	1	169	2	0	0	0
GCA_015465765.1_PDT000699738.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3018789	0	237	237	28556	28556	12737	12737	93277	93277	37.7	3.52	85.6	11	3036	1	171	0	0	0	0
GCA_015465785.1_PDT000699737.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2915489	0	203	203	32944	32944	14362	14362	106952	106952	37.7	3.69	85.57	11	2900	1	171	0	0	0	0
GCA_015465805.1_PDT000699736.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2888565	0	194	194	36567	36567	14889	14889	160396	160396	37.9	4.47	85.68	11	2840	1	170	1	0	0	0
GCA_015465825.1_PDT000699740.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3055183	0	211	211	34393	34393	14479	14479	130081	130081	37.7	3.68	85.55	11	3056	1	171	0	0	0	0
GCA_015465845.1_PDT000699741.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3028884	0	253	253	24397	24397	11971	11971	95084	95084	37.7	3.3	85.68	11	3028	1	169	2	0	0	0
GCA_015465865.1_PDT000699734.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2930858	0	177	177	43903	43903	16558	16558	160396	160396	37.9	4.26	85.74	11	2871	1	169	2	0	0	0
GCA_015465885.1_PDT000699733.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3152699	0	225	225	31014	31014	14011	14011	130141	130141	37.6	3.32	85.48	11	3185	1	171	0	0	0	0
GCA_015465905.1_PDT000699725.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2972888	0	181	181	36520	36520	16424	16424	111122	111122	37.8	3.49	85.46	11	2952	1	170	1	0	0	0
GCA_015465925.1_PDT000699727.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3064329	0	213	213	36051	36051	14386	14386	120360	120360	37.7	3.77	85.58	11	3071	1	171	0	0	0	0
GCA_015465945.1_PDT000699731.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3004323	0	235	235	27824	27824	12784	12784	93393	93393	37.7	3.51	85.58	11	3008	1	171	0	0	0	0
GCA_015465965.1_PDT000699728.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3070283	0	206	206	40112	40112	14904	14904	94618	94618	37.7	3.74	85.62	11	3060	1	169	2	0	0	0
GCA_015465985.1_PDT000699730.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2817486	0	245	245	27300	27300	11499	11499	109322	109322	37.8	4.32	85.61	11	2807	1	171	0	0	0	0
GCA_015466005.1_PDT000699726.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3058395	0	199	199	33354	33354	15368	15368	110845	110845	37.7	3.63	85.48	11	3046	1	169	2	0	0	0
GCA_015466025.1_PDT000699724.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3004055	0	194	194	31896	31896	15484	15484	111126	111126	37.7	3.64	85.51	11	2976	1	169	2	0	0	0
GCA_015466045.1_PDT000699710.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2992026	0	235	235	29097	29097	12732	12732	117193	117193	37.7	3.38	85.67	11	2997	1	171	0	0	0	0
GCA_015466065.1_PDT000699720.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3045896	0	208	208	34654	34654	14643	14643	105801	105801	37.7	3.16	85.63	11	3039	1	171	0	0	0	0
GCA_015466085.1_PDT000699722.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3031068	0	224	224	37535	37535	13531	13531	116396	116396	37.6	3.22	85.67	11	3006	1	169	2	0	0	0
GCA_015466105.1_PDT000699718.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3087842	0	202	202	42800	42800	15286	15286	134375	134375	37.6	4.45	85.26	11	3037	1	169	2	0	0	0
GCA_015466125.1_PDT000699714.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3122240	0	228	228	34118	34118	13694	13694	106904	106904	37.6	3.52	85.56	11	3153	1	170	1	0	0	0
GCA_015466145.1_PDT000699713.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3019376	0	207	207	30591	30591	14586	14586	104002	104002	37.7	3.54	85.65	11	3016	1	169	2	0	0	0
GCA_015466165.1_PDT000699723.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	3153236	0	192	192	34653	34653	16423	16423	130144	130144	37.6	3.31	85.49	11	3174	1	170	1	0	0	0
GCA_015466185.1_PDT000699717.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3016259	0	230	230	34393	34393	13114	13114	109762	109762	37.7	3.66	85.6	11	3015	1	171	0	0	0	0
GCA_015466205.1_PDT000699705.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3028931	0	215	215	34662	34662	14088	14088	79173	79173	37.6	3.73	85.53	11	2971	1	171	0	0	0	0
GCA_015466225.1_PDT000699711.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3003551	0	236	236	28068	28068	12726	12726	117193	117193	37.7	3.38	85.59	11	3011	1	171	0	0	0	0
GCA_015466245.1_PDT000699721.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3066127	0	205	205	34118	34118	14956	14956	130383	130383	37.7	3.77	85.43	11	3063	1	171	0	0	0	0
GCA_015466265.1_PDT000699704.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3023156	0	226	226	32180	32180	13376	13376	77135	77135	37.6	3.72	85.81	11	2980	1	171	0	0	0	0
GCA_015466285.1_PDT000699703.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3185241	0	225	225	34770	34770	14156	14156	110779	110779	37.5	3.55	85.43	11	3221	1	171	0	0	0	0
GCA_015466305.1_PDT000699688.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3181231	0	206	206	38481	38481	15442	15442	116398	116398	37.5	3.84	85.42	11	3174	1	171	0	0	0	0
GCA_015466325.1_PDT000699719.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2996192	0	176	176	36569	36569	17023	17023	145607	145607	37.7	3.43	85.67	11	2971	1	167	4	0	0	0
GCA_015466345.1_PDT000699709.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3049791	0	243	243	28112	28112	12550	12550	89323	89323	37.7	3.37	85.61	11	3061	1	171	0	0	0	0
GCA_015466365.1_PDT000699686.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3006206	0	216	216	43365	43365	13917	13917	163429	163429	37.6	4.11	85.61	11	3003	1	171	0	0	0	0
GCA_015466385.1_PDT000699715.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3013018	0	206	206	33354	33354	14626	14626	130383	130383	37.7	3.7	85.52	11	2989	1	169	2	0	0	0
GCA_015466405.1_PDT000699707.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2921073	0	251	251	29178	29178	11637	11637	86230	86230	37.7	3.93	85.84	11	2951	1	171	0	0	0	0
