genome	species	repgenome	repgenome_n50	repgenome_dataset	label	clade
GCA_016982455.1_PDT000968285.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34907	ncbi	human	II
GCA_016982475.1_PDT000968284.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27160	ncbi	human	II
GCA_016982435.1_PDT000968286.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31507	ncbi	human	II
GCA_016982415.1_PDT000968274.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27557	ncbi	human	II
GCA_016982315.1_PDT000968290.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27211	ncbi	human	II
GCA_016982295.1_PDT000968296.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016982275.1_PDT000968297.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016982255.1_PDT000968291.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32590	ncbi	human	II
GCA_016982235.1_PDT000968295.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34837	ncbi	human	II
GCA_016982215.1_PDT000968305.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32740	ncbi	human	II
GCA_016982195.1_PDT000968304.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25086	ncbi	human	II
GCA_016982175.1_PDT000968303.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41406	ncbi	human	II
GCA_016982155.1_PDT000968307.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016982135.1_PDT000968306.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37213	ncbi	human	II
GCA_016982115.1_PDT000968302.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30414	ncbi	human	II
GCA_016982085.1_PDT000968299.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21262	ncbi	human	II
GCA_016982075.1_PDT000968301.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39973	ncbi	human	II
GCA_016982055.1_PDT000968298.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24049	ncbi	human	II
GCA_016982035.1_PDT000968300.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34790	ncbi	human	II
GCA_016982015.1_PDT000968292.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981995.1_PDT000968294.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016981975.1_PDT000968289.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30202	ncbi	human	II
GCA_016981955.1_PDT000968293.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27878	ncbi	human	II
GCA_016981935.1_PDT000968288.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26539	ncbi	human	II
GCA_016993675.1_PDT000967061.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	82724	ncbi	animal	I
GCA_016993635.1_PDT000967060.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	122818	ncbi	animal	I
GCA_016993615.1_PDT000967059.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	83693	ncbi	animal	I
GCA_016993595.1_PDT000967056.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	98597	ncbi	animal	I
GCA_016993575.1_PDT000967055.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	163137	ncbi	animal	I
GCA_016981915.1_PDT000968315.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016981895.1_PDT000968308.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27567	ncbi	human	II
GCA_016981875.1_PDT000968316.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016981855.1_PDT000968317.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25549	ncbi	human	II
GCA_016981835.1_PDT000968330.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34954	ncbi	human	II
GCA_016981815.1_PDT000968326.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016981795.1_PDT000968328.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34095	ncbi	human	II
GCA_016981775.1_PDT000968318.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29724	ncbi	human	II
GCA_016981755.1_PDT000968319.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36130	ncbi	human	II
GCA_016981735.1_PDT000968329.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34888	ncbi	human	II
GCA_016981715.1_PDT000968322.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016981695.1_PDT000968324.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016981675.1_PDT000968321.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	55793	ncbi	human	II
GCA_016981655.1_PDT000968323.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981635.1_PDT000968325.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016981615.1_PDT000968320.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981595.1_PDT000968311.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34954	ncbi	human	II
GCA_016981535.1_PDT000968312.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34695	ncbi	human	II
GCA_016981565.1_PDT000968314.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016981555.1_PDT000968309.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34881	ncbi	human	II
GCA_016981515.1_PDT000968310.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34957	ncbi	human	II
GCA_016993435.1_PDT000967065.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	70403	ncbi	animal	I
GCA_016993395.1_PDT000967079.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	88842	ncbi	animal	I
GCA_016993415.1_PDT000967062.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	60603	ncbi	animal	I
GCA_016993375.1_PDT000967066.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	79980	ncbi	animal	I
GCA_016993355.1_PDT000967073.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	42522	ncbi	animal	I
GCA_016993315.1_PDT000967078.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	20454	ncbi	animal	I
GCA_016993325.1_PDT000967074.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	104668	ncbi	animal	I
GCA_016993135.1_PDT000967077.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	46027	ncbi	animal	I
GCA_016993115.1_PDT000967075.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	84679	ncbi	animal	I
GCA_016993095.1_PDT000967070.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	80708	ncbi	animal	I
GCA_016993055.1_PDT000967067.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	89122	ncbi	animal	I
GCA_016993035.1_PDT000967068.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	89103	ncbi	animal	I
GCA_016993015.1_PDT000967071.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36801	ncbi	animal	II
GCA_016981495.1_PDT000968333.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34954	ncbi	human	II
GCA_016981475.1_PDT000968331.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30715	ncbi	human	II
GCA_016981455.1_PDT000968332.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23830	ncbi	human	II
GCA_016981435.1_PDT000968335.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34114	ncbi	human	II
GCA_016981415.1_PDT000968336.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016981395.1_PDT000968338.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981375.1_PDT000968340.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34877	ncbi	human	II
GCA_016981335.1_PDT000968342.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981355.1_PDT000968343.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34883	ncbi	human	II
GCA_016981315.1_PDT000968348.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016981295.1_PDT000968349.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016981275.1_PDT000968354.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016981255.1_PDT000968355.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981235.1_PDT000968356.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34893	ncbi	human	II
GCA_016981215.1_PDT000968350.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30675	ncbi	human	II
GCA_016981195.1_PDT000968352.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37352	ncbi	human	II
GCA_016981175.1_PDT000968353.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016981155.1_PDT000968345.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34298	ncbi	human	II
GCA_016981135.1_PDT000968346.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37193	ncbi	human	II
GCA_016981115.1_PDT000968334.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016981075.1_PDT000968351.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016981095.1_PDT000968347.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34828	ncbi	human	II
GCA_016992955.1_PDT000967095.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	110986	ncbi	animal	I
GCA_016981055.1_PDT000968341.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016975575.1_PDT000968636.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	85571	ncbi	animal	I
GCA_016975555.1_PDT000968637.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	68514	ncbi	animal	I
GCA_016981035.1_PDT000968357.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19816	ncbi	human	II
GCA_016981015.1_PDT000968358.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27567	ncbi	human	II
GCA_016980975.1_PDT000968361.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	15812	ncbi	human	II
GCA_016980985.1_PDT000968359.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25123	ncbi	human	II
GCA_016980955.1_PDT000968363.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26615	ncbi	human	II
GCA_016980935.1_PDT000968362.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23760	ncbi	human	II
GCA_016980875.1_PDT000968371.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20030	ncbi	human	II
GCA_016980915.1_PDT000968369.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23729	ncbi	human	II
GCA_016980895.1_PDT000968370.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23549	ncbi	human	II
GCA_016980855.1_PDT000968372.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16898	ncbi	human	II
GCA_016980835.1_PDT000968374.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29242	ncbi	human	II
GCA_016980815.1_PDT000968375.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26160	ncbi	human	II
GCA_016980775.1_PDT000968377.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29723	ncbi	human	II
GCA_016980795.1_PDT000968373.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30202	ncbi	human	II
GCA_016980695.1_PDT000968378.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29722	ncbi	human	II
GCA_016980755.1_PDT000968376.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016980735.1_PDT000968379.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24577	ncbi	human	II
GCA_016980715.1_PDT000968380.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24256	ncbi	human	II
GCA_016980665.1_PDT000968365.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016980655.1_PDT000968366.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26160	ncbi	human	II
GCA_016980635.1_PDT000968368.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23620	ncbi	human	II
GCA_016980615.1_PDT000968364.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27557	ncbi	human	II
GCA_016980595.1_PDT000968367.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21898	ncbi	human	II
GCA_016980575.1_PDT000968381.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26518	ncbi	human	II
GCA_016980555.1_PDT000968383.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23824	ncbi	human	II
GCA_016980535.1_PDT000968384.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25875	ncbi	human	II
GCA_016980515.1_PDT000968386.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34887	ncbi	human	II
GCA_016980455.1_PDT000968389.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20121	ncbi	human	II
GCA_016980495.1_PDT000968385.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	17386	ncbi	human	II
GCA_016980475.1_PDT000968387.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016980435.1_PDT000968388.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38321	ncbi	human	II
GCA_016980415.1_PDT000968390.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34695	ncbi	human	II
GCA_016980355.1_PDT000968393.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29097	ncbi	human	II
GCA_016980395.1_PDT000968391.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22726	ncbi	human	II
GCA_016980375.1_PDT000968392.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25680	ncbi	human	II
GCA_016980335.1_PDT000968401.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34887	ncbi	human	II
GCA_016980305.1_PDT000968400.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34661	ncbi	human	II
GCA_016980295.1_PDT000968394.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26394	ncbi	human	II
GCA_016980275.1_PDT000968396.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25544	ncbi	human	II
GCA_016980255.1_PDT000968397.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30816	ncbi	human	II
GCA_016980235.1_PDT000968399.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27312	ncbi	human	II
GCA_016980215.1_PDT000968395.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34789	ncbi	human	II
GCA_016980195.1_PDT000968398.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26575	ncbi	human	II
GCA_016980175.1_PDT000968382.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22634	ncbi	human	II
GCA_016980155.1_PDT000968402.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31571	ncbi	human	II
GCA_016980135.1_PDT000968404.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26371	ncbi	human	II
GCA_016980115.1_PDT000968403.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29100	ncbi	human	II
GCA_016980095.1_PDT000968406.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30550	ncbi	human	II
GCA_016980075.1_PDT000968407.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29895	ncbi	human	II
GCA_016980055.1_PDT000968408.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33678	ncbi	human	II
GCA_016980035.1_PDT000968411.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26582	ncbi	human	II
GCA_016980015.1_PDT000968410.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29095	ncbi	human	II
GCA_016979995.1_PDT000968409.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30835	ncbi	human	II
GCA_016979975.1_PDT000968412.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33263	ncbi	human	II
GCA_016979955.1_PDT000968413.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22657	ncbi	human	II
GCA_016979935.1_PDT000968419.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	14820	ncbi	human	II
GCA_016979915.1_PDT000968421.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016979875.1_PDT000968420.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016979895.1_PDT000968414.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32843	ncbi	human	II
GCA_016979855.1_PDT000968422.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016979835.1_PDT000968418.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29233	ncbi	human	II
GCA_016979815.1_PDT000968416.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34957	ncbi	human	II
GCA_016979795.1_PDT000968417.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37154	ncbi	human	II
GCA_016979775.1_PDT000968415.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37530	ncbi	human	II
GCA_016979755.1_PDT000968405.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29895	ncbi	human	II
GCA_016979735.1_PDT000968423.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34826	ncbi	human	II
GCA_016979715.1_PDT000968427.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016979695.1_PDT000968424.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016979675.1_PDT000968425.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016979655.1_PDT000968428.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29723	ncbi	human	II
GCA_016979635.1_PDT000968431.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36547	ncbi	human	II
GCA_016979615.1_PDT000968432.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37216	ncbi	human	II
GCA_016979595.1_PDT000968440.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016979555.1_PDT000968433.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34833	ncbi	human	II
GCA_016979575.1_PDT000968438.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34957	ncbi	human	II
GCA_016979535.1_PDT000968436.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34949	ncbi	human	II
GCA_016979495.1_PDT000968442.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016979515.1_PDT000968439.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	17716	ncbi	human	II
GCA_016979475.1_PDT000968441.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34830	ncbi	human	II
GCA_016979455.1_PDT000968443.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34954	ncbi	human	II
GCA_016979415.1_PDT000968444.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37154	ncbi	human	II
GCA_016979435.1_PDT000968447.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22634	ncbi	human	II
GCA_016979395.1_PDT000968445.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016979375.1_PDT000968446.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	18992	ncbi	human	II
GCA_016979355.1_PDT000968449.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	12144	ncbi	human	II
GCA_016979335.1_PDT000968434.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26101	ncbi	human	II
GCA_016979315.1_PDT000968437.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40814	ncbi	human	II
GCA_016979295.1_PDT000968435.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016979275.1_PDT000968430.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27624	ncbi	human	II
GCA_016979255.1_PDT000968429.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34954	ncbi	human	II
GCA_016979235.1_PDT000968450.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21854	ncbi	human	II
GCA_016979215.1_PDT000968448.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29813	ncbi	human	II
GCA_016979195.1_PDT000968451.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24251	ncbi	human	II
GCA_016979175.1_PDT000968454.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19738	ncbi	human	II
GCA_016979135.1_PDT000968461.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19931	ncbi	human	II
GCA_016979155.1_PDT000968452.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27212	ncbi	human	II
GCA_016979115.1_PDT000968463.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20181	ncbi	human	II
GCA_016979095.1_PDT000968465.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16052	ncbi	human	II
GCA_016979075.1_PDT000968467.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31327	ncbi	human	II
GCA_016979015.1_PDT000968470.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34957	ncbi	human	II
GCA_016979055.1_PDT000968468.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28017	ncbi	human	II
GCA_016979035.1_PDT000968466.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35232	ncbi	human	II
GCA_016978995.1_PDT000968469.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29723	ncbi	human	II
GCA_016978965.1_PDT000968455.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19507	ncbi	human	II
GCA_016978935.1_PDT000968464.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22238	ncbi	human	II
GCA_016978915.1_PDT000968459.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_016978955.1_PDT000968460.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29233	ncbi	human	II
GCA_016978895.1_PDT000968456.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19456	ncbi	human	II
GCA_016978875.1_PDT000968453.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41707	ncbi	human	II
GCA_016978855.1_PDT000968462.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	13732	ncbi	human	II
GCA_016978835.1_PDT000968457.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19457	ncbi	human	II
GCA_016978815.1_PDT000968458.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	15143	ncbi	human	II
GCA_016978795.1_PDT000968471.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25460	ncbi	human	II
GCA_016978775.1_PDT000968474.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_016978755.1_PDT000968475.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42835	ncbi	human	II
GCA_016978715.1_PDT000968476.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_016978735.1_PDT000968477.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33894	ncbi	human	II
GCA_016978695.1_PDT000968479.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34850	ncbi	human	II
GCA_016978675.1_PDT000968481.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34883	ncbi	human	II
GCA_016978655.1_PDT000968489.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34853	ncbi	human	II
